Case Number,Case Title,Evidence ID,Evidence Type,Artifact Title,Target Filename,Prompt
CIV-2021-027,KYC Phishing Ring — Shahdara,VIS-027-011,PHOTOGRAPH,KYC Phishing — Visual Artifact 11,d201a4d23d50e55dfdaf45b94c2b2405a2e49ea25168f88996b6bced0dfa1c6b.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Shahdara Cyber Cell Raid, East Delhi: KYC Phishing — Visual Artifact 11 related to KYC Phishing Ring — Shahdara (2021). Indian Police investigation unit evidence standards."
CIV-2021-027,KYC Phishing Ring — Shahdara,VIS-027-012,CCTV_FOOTAGE,KYC Phishing — Visual Artifact 12,565c237cc30e83ba7aca1cc3fde543279b4d54f971775e612f785051ea8be1d4.png,"Grainy 1080p surveillance CCTV security camera frame at night, Shahdara Cyber Cell Raid, East Delhi, depicting KYC Phishing — Visual Artifact 12 (KYC Phishing Ring — Shahdara (2021)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2021-027,KYC Phishing Ring — Shahdara,VIS-027-013,PHOTOGRAPH,KYC Phishing — Visual Artifact 13,3f9f3e0a1f09233e01102b63832535a3705ef43e873dfa8479fdc1986add5e76.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Shahdara Cyber Cell Raid, East Delhi: KYC Phishing — Visual Artifact 13 related to KYC Phishing Ring — Shahdara (2021). Indian Police investigation unit evidence standards."
CIV-2021-027,KYC Phishing Ring — Shahdara,VIS-027-014,PHYSICAL_EVIDENCE,KYC Phishing — Visual Artifact 14,3a17940b2d6f20e1f0b783a144b64f2727c9940624ea0e806133901bfa19e43b.png,"Macro forensic photograph of physical evidence item (KYC Phishing — Visual Artifact 14) for KYC Phishing Ring — Shahdara (2021), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2023-032,Digital Arrest Call Center — Rohini,EVD-032-011,CCTV_FOOTAGE,Digital Arrest — Evidence Item 11,856c83a6d5f9189e5842907e99d3d3c84aefa7f25ed200ff4bb40a18cd69ac54.png,"Grainy 1080p surveillance CCTV security camera frame at night, Rohini Sector 11 Commercial Complex, Delhi, depicting Digital Arrest — Evidence Item 11 (Digital Arrest Call Center — Rohini (2023)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-001,PHOTOGRAPH,Digital Arrest — Visual Artifact 01,ea715ec67a4efe27a1382dc877267e97b70aad36766970e65370c64df673bd90.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Rohini Sector 11 Commercial Complex, Delhi: Digital Arrest — Visual Artifact 01 related to Digital Arrest Call Center — Rohini (2023). Indian Police investigation unit evidence standards."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-002,CCTV_FOOTAGE,Digital Arrest — Visual Artifact 02,80fdcdffbddf34edbbbd293eaca2e277ffe9a417c8fba0deefffb91d1b879470.png,"Grainy 1080p surveillance CCTV security camera frame at night, Rohini Sector 11 Commercial Complex, Delhi, depicting Digital Arrest — Visual Artifact 02 (Digital Arrest Call Center — Rohini (2023)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-003,SKETCH,Digital Arrest — Visual Artifact 03,02415649a3fd8ad340bc005c635722d1860b1d4b91365dc4af842be4a7fe9235.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Digital Arrest Call Center — Rohini (2023), police department evidence stamp on margin: Digital Arrest — Visual Artifact 03."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-004,PHYSICAL_EVIDENCE,Digital Arrest — Visual Artifact 04,636ded79d90086d4bb689d7d75fa75679664d3f0c92a8e53c91dd89d2bb01743.png,"Macro forensic photograph of physical evidence item (Digital Arrest — Visual Artifact 04) for Digital Arrest Call Center — Rohini (2023), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-005,PHOTOGRAPH,Digital Arrest — Visual Artifact 05,8309f5dca91b87549b95402dec51d07dfdd6834f636fd5961c14d0cf0213e06a.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Rohini Sector 11 Commercial Complex, Delhi: Digital Arrest — Visual Artifact 05 related to Digital Arrest Call Center — Rohini (2023). Indian Police investigation unit evidence standards."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-006,PHOTOGRAPH,Digital Arrest — Visual Artifact 06,0adcbd926e4550240b6058bd36fd1c9f002ffe3beae1f278526eafa2c6ec55d6.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Rohini Sector 11 Commercial Complex, Delhi: Digital Arrest — Visual Artifact 06 related to Digital Arrest Call Center — Rohini (2023). Indian Police investigation unit evidence standards."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-007,CCTV_FOOTAGE,Digital Arrest — Visual Artifact 07,8875eaeb0b91fe155c1024296aa206369859e2719c663c1ad5f51c566d3ad5c4.png,"Grainy 1080p surveillance CCTV security camera frame at night, Rohini Sector 11 Commercial Complex, Delhi, depicting Digital Arrest — Visual Artifact 07 (Digital Arrest Call Center — Rohini (2023)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-008,PHOTOGRAPH,Digital Arrest — Visual Artifact 08,917d911d48dcc4ab701017759cd82b2469b2fae5ce366055c7d381b9000b1b60.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Rohini Sector 11 Commercial Complex, Delhi: Digital Arrest — Visual Artifact 08 related to Digital Arrest Call Center — Rohini (2023). Indian Police investigation unit evidence standards."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-009,SKETCH,Digital Arrest — Visual Artifact 09,4ff5b85dcc851d62aae63e779a0601a390ecfe6ea49bb15e2f8e368ad2177c4b.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Digital Arrest Call Center — Rohini (2023), police department evidence stamp on margin: Digital Arrest — Visual Artifact 09."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-010,PHYSICAL_EVIDENCE,Digital Arrest — Visual Artifact 10,be9ccffc4222ba90b1c14b3a463e78078c1825350ad81e38f7c4e0516b0d05dd.png,"Macro forensic photograph of physical evidence item (Digital Arrest — Visual Artifact 10) for Digital Arrest Call Center — Rohini (2023), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-011,PHOTOGRAPH,Digital Arrest — Visual Artifact 11,a3d2e08d55715b12451622752bc551953be42aefa674cd55ccc1923e85ba388a.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Rohini Sector 11 Commercial Complex, Delhi: Digital Arrest — Visual Artifact 11 related to Digital Arrest Call Center — Rohini (2023). Indian Police investigation unit evidence standards."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-012,CCTV_FOOTAGE,Digital Arrest — Visual Artifact 12,baa57e49605ee96536509546d9dc6e0c5a0750ba0c5507df70555ecc234e11cf.png,"Grainy 1080p surveillance CCTV security camera frame at night, Rohini Sector 11 Commercial Complex, Delhi, depicting Digital Arrest — Visual Artifact 12 (Digital Arrest Call Center — Rohini (2023)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-013,PHOTOGRAPH,Digital Arrest — Visual Artifact 13,56d6d0f86425450350007269c29ced063f60cfe902760bc743e30f7ca854c38a.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Rohini Sector 11 Commercial Complex, Delhi: Digital Arrest — Visual Artifact 13 related to Digital Arrest Call Center — Rohini (2023). Indian Police investigation unit evidence standards."
CIV-2023-032,Digital Arrest Call Center — Rohini,VIS-032-014,PHYSICAL_EVIDENCE,Digital Arrest — Visual Artifact 14,278207b40a0cc6c8996f8f6ded0305da59c20cea283da507aa10d0e6922878ba.png,"Macro forensic photograph of physical evidence item (Digital Arrest — Visual Artifact 14) for Digital Arrest Call Center — Rohini (2023), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2023-044,Gurugram Benami Land Fraud,EVD-044-011,CCTV_FOOTAGE,Benami Land — Evidence Item 11,7ab5b83e96175ec73d3aadb9adad74885e841517f7b22356c32249de184f9bb8.png,"Grainy 1080p surveillance CCTV security camera frame at night, Revenue Office & Land Registry, Gurugram Haryana, depicting Benami Land — Evidence Item 11 (Gurugram Benami Land Fraud (2023)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-001,PHOTOGRAPH,Benami Land — Visual Artifact 01,b180d4171dad6c4371c01e02ae963ed98b7dd6ec4ec0bf98c928deee8419b4c3.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Revenue Office & Land Registry, Gurugram Haryana: Benami Land — Visual Artifact 01 related to Gurugram Benami Land Fraud (2023). Indian Police investigation unit evidence standards."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-002,CCTV_FOOTAGE,Benami Land — Visual Artifact 02,f5c512bf907447b400ae82b0568674f3d7e23486640526fe94a1766373e50cd3.png,"Grainy 1080p surveillance CCTV security camera frame at night, Revenue Office & Land Registry, Gurugram Haryana, depicting Benami Land — Visual Artifact 02 (Gurugram Benami Land Fraud (2023)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-003,SKETCH,Benami Land — Visual Artifact 03,b80f953431cb2203d5f327bd2e61cd4416f12bc9034fc4a234968adf6b732daf.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Gurugram Benami Land Fraud (2023), police department evidence stamp on margin: Benami Land — Visual Artifact 03."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-004,PHYSICAL_EVIDENCE,Benami Land — Visual Artifact 04,ec8b715c9f00f325b793fc49537d4dd9ae4462027796837c7e671869302349cc.png,"Macro forensic photograph of physical evidence item (Benami Land — Visual Artifact 04) for Gurugram Benami Land Fraud (2023), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-005,PHOTOGRAPH,Benami Land — Visual Artifact 05,6c477e28ef872325bad64a40c3caafae10fb5a4386793ffa36eae9c925da838a.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Revenue Office & Land Registry, Gurugram Haryana: Benami Land — Visual Artifact 05 related to Gurugram Benami Land Fraud (2023). Indian Police investigation unit evidence standards."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-006,PHOTOGRAPH,Benami Land — Visual Artifact 06,69cc0b024931ea64ac7486e9606a7ebbe7a5e4d9872bb7474faee20545744780.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Revenue Office & Land Registry, Gurugram Haryana: Benami Land — Visual Artifact 06 related to Gurugram Benami Land Fraud (2023). Indian Police investigation unit evidence standards."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-007,CCTV_FOOTAGE,Benami Land — Visual Artifact 07,cfb16a2f79402e4edc5f5c6d97c017e9ee70d7fa835592e377e917d1685c5f16.png,"Grainy 1080p surveillance CCTV security camera frame at night, Revenue Office & Land Registry, Gurugram Haryana, depicting Benami Land — Visual Artifact 07 (Gurugram Benami Land Fraud (2023)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-008,PHOTOGRAPH,Benami Land — Visual Artifact 08,4ac26b82952c2cbb862e024560daa181b93c27458f6ae506a37f64e1f6c70d7f.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Revenue Office & Land Registry, Gurugram Haryana: Benami Land — Visual Artifact 08 related to Gurugram Benami Land Fraud (2023). Indian Police investigation unit evidence standards."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-009,SKETCH,Benami Land — Visual Artifact 09,dc8665e3fd072e516a939e4becdf88821fcf76c16880e4da94cda45fabf49078.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Gurugram Benami Land Fraud (2023), police department evidence stamp on margin: Benami Land — Visual Artifact 09."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-010,PHYSICAL_EVIDENCE,Benami Land — Visual Artifact 10,2cfc6e508ff5699f44a691efc99c1aa3572d771fcc104f5e865deb5940e3d80e.png,"Macro forensic photograph of physical evidence item (Benami Land — Visual Artifact 10) for Gurugram Benami Land Fraud (2023), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-011,PHOTOGRAPH,Benami Land — Visual Artifact 11,a15a112747c00fa29d16acc7599f5b383469b75017af38e9b4974862eda92473.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Revenue Office & Land Registry, Gurugram Haryana: Benami Land — Visual Artifact 11 related to Gurugram Benami Land Fraud (2023). Indian Police investigation unit evidence standards."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-012,CCTV_FOOTAGE,Benami Land — Visual Artifact 12,c4327c17ea0c2785f7598342ae6bb0ae5a1503e6530bc6f9b04364629bb718f3.png,"Grainy 1080p surveillance CCTV security camera frame at night, Revenue Office & Land Registry, Gurugram Haryana, depicting Benami Land — Visual Artifact 12 (Gurugram Benami Land Fraud (2023)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-013,PHOTOGRAPH,Benami Land — Visual Artifact 13,90550a49a9d8f409ed7575392320c3d08b0bf87733aaf913bf725294931c5c7c.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Revenue Office & Land Registry, Gurugram Haryana: Benami Land — Visual Artifact 13 related to Gurugram Benami Land Fraud (2023). Indian Police investigation unit evidence standards."
CIV-2023-044,Gurugram Benami Land Fraud,VIS-044-014,PHYSICAL_EVIDENCE,Benami Land — Visual Artifact 14,29b068e809bc8431c9e2b6a59f2c5978311155ee8f4b914d35b7a79015396dc7.png,"Macro forensic photograph of physical evidence item (Benami Land — Visual Artifact 14) for Gurugram Benami Land Fraud (2023), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,EVD-010-011,CCTV_FOOTAGE,GST SAR — Evidence Item 11,6ff763628a375a5e09ad679c4aad9c396bd36d29d34950acbb0ea847d7c4a62f.png,"Grainy 1080p surveillance CCTV security camera frame at night, Chandni Chowk Bullion Market & GST Raid, Delhi, depicting GST SAR — Evidence Item 11 (Arham Bullion GST Fraud & SAR Intelligence (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-001,PHOTOGRAPH,GST SAR — Visual Artifact 01,2491da3c4e03518921adee8429e5c1b3d2e9253bb775708b905d5ae7b7c140fc.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Chandni Chowk Bullion Market & GST Raid, Delhi: GST SAR — Visual Artifact 01 related to Arham Bullion GST Fraud & SAR Intelligence (2024). Indian Police investigation unit evidence standards."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-002,CCTV_FOOTAGE,GST SAR — Visual Artifact 02,726e27589d6faa034dfa44abf28db11886291bc2ccb322432f4c224480231267.png,"Grainy 1080p surveillance CCTV security camera frame at night, Chandni Chowk Bullion Market & GST Raid, Delhi, depicting GST SAR — Visual Artifact 02 (Arham Bullion GST Fraud & SAR Intelligence (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-003,SKETCH,GST SAR — Visual Artifact 03,66bb46e3aea7212a77ce1125d0e1d8932962cc20a01fee67f15dd8266685951f.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Arham Bullion GST Fraud & SAR Intelligence (2024), police department evidence stamp on margin: GST SAR — Visual Artifact 03."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-004,PHYSICAL_EVIDENCE,GST SAR — Visual Artifact 04,f23f5c911705202b66ee57198e54bbddd9768fd51f8a7a7357cb267f061bdab0.png,"Macro forensic photograph of physical evidence item (GST SAR — Visual Artifact 04) for Arham Bullion GST Fraud & SAR Intelligence (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-005,PHOTOGRAPH,GST SAR — Visual Artifact 05,f1f201c93483f91f92a64201a877ed2d1894b8d7879eda3e232df2fd011fb46b.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Chandni Chowk Bullion Market & GST Raid, Delhi: GST SAR — Visual Artifact 05 related to Arham Bullion GST Fraud & SAR Intelligence (2024). Indian Police investigation unit evidence standards."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-006,PHOTOGRAPH,GST SAR — Visual Artifact 06,c5b265cf0a8fb7c4692665d3fe4609720b2d83f9a77265f9bfdcc69ecf9b367f.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Chandni Chowk Bullion Market & GST Raid, Delhi: GST SAR — Visual Artifact 06 related to Arham Bullion GST Fraud & SAR Intelligence (2024). Indian Police investigation unit evidence standards."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-007,CCTV_FOOTAGE,GST SAR — Visual Artifact 07,2cf34f1e653bf89fbc1cd2ebf86f1175cbd1b2d5fed312de4bfbcd35737e99b0.png,"Grainy 1080p surveillance CCTV security camera frame at night, Chandni Chowk Bullion Market & GST Raid, Delhi, depicting GST SAR — Visual Artifact 07 (Arham Bullion GST Fraud & SAR Intelligence (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-008,PHOTOGRAPH,GST SAR — Visual Artifact 08,f48decb4ed96dfbb6b777a231b073981c76945fbf02e2080f9c86a999fd2a6a7.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Chandni Chowk Bullion Market & GST Raid, Delhi: GST SAR — Visual Artifact 08 related to Arham Bullion GST Fraud & SAR Intelligence (2024). Indian Police investigation unit evidence standards."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-009,SKETCH,GST SAR — Visual Artifact 09,d39f7763c75978b69ad5751ae1e2a1bacd29a2e45130123b668027cabe54157b.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Arham Bullion GST Fraud & SAR Intelligence (2024), police department evidence stamp on margin: GST SAR — Visual Artifact 09."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-010,PHYSICAL_EVIDENCE,GST SAR — Visual Artifact 10,c49d2a804d51f853b15c5159d8dbe726d34b25bb4ac317b71aef745b1c6383d2.png,"Macro forensic photograph of physical evidence item (GST SAR — Visual Artifact 10) for Arham Bullion GST Fraud & SAR Intelligence (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-011,PHOTOGRAPH,GST SAR — Visual Artifact 11,46e6f788ba29e8d7df02493af5e60b99203d602de2985d03e10be5eb0a96baab.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Chandni Chowk Bullion Market & GST Raid, Delhi: GST SAR — Visual Artifact 11 related to Arham Bullion GST Fraud & SAR Intelligence (2024). Indian Police investigation unit evidence standards."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-012,CCTV_FOOTAGE,GST SAR — Visual Artifact 12,8f36fb7b9486ba4b10b50d6e6f30115df95bc8c82204de263f8c16899ed75ae5.png,"Grainy 1080p surveillance CCTV security camera frame at night, Chandni Chowk Bullion Market & GST Raid, Delhi, depicting GST SAR — Visual Artifact 12 (Arham Bullion GST Fraud & SAR Intelligence (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-013,PHOTOGRAPH,GST SAR — Visual Artifact 13,1d00536ae3a0470bfc7bfad4be2cc2f7f07209b52d28ce157d05e48834bbff8d.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Chandni Chowk Bullion Market & GST Raid, Delhi: GST SAR — Visual Artifact 13 related to Arham Bullion GST Fraud & SAR Intelligence (2024). Indian Police investigation unit evidence standards."
CIV-2024-010,Arham Bullion GST Fraud & SAR Intelligence,VIS-010-014,PHYSICAL_EVIDENCE,GST SAR — Visual Artifact 14,c7adc6c2bd47d898ae1801c9c3c2ac137645815eeed3893e27399c181b0b550a.png,"Macro forensic photograph of physical evidence item (GST SAR — Visual Artifact 14) for Arham Bullion GST Fraud & SAR Intelligence (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,EVD-038-011,CCTV_FOOTAGE,IGI Cargo — Evidence Item 11,cbd11e8a3362cec80a0709cd821490213eda5a3ce56c9c795647b2b16c02b268.png,"Grainy 1080p surveillance CCTV security camera frame at night, IGI Airport International Cargo Terminal, Delhi, depicting IGI Cargo — Evidence Item 11 (IGI Cargo Smuggling & Interpol Overlap (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-001,PHOTOGRAPH,IGI Cargo — Visual Artifact 01,89d3fc793dd989cd9aed3e222321d02b3989e5f4c2e9bd28eb45020565f46acb.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at IGI Airport International Cargo Terminal, Delhi: IGI Cargo — Visual Artifact 01 related to IGI Cargo Smuggling & Interpol Overlap (2024). Indian Police investigation unit evidence standards."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-002,CCTV_FOOTAGE,IGI Cargo — Visual Artifact 02,3a50385ef23e2b0a9147f6d4971cca57ab30550187e34c2b410287f0c2b581cb.png,"Grainy 1080p surveillance CCTV security camera frame at night, IGI Airport International Cargo Terminal, Delhi, depicting IGI Cargo — Visual Artifact 02 (IGI Cargo Smuggling & Interpol Overlap (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-003,SKETCH,IGI Cargo — Visual Artifact 03,5074be8023a4a91a268e03eb97dfc19a9ff94ea7e8a88a98f3be942232855986.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for IGI Cargo Smuggling & Interpol Overlap (2024), police department evidence stamp on margin: IGI Cargo — Visual Artifact 03."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-004,PHYSICAL_EVIDENCE,IGI Cargo — Visual Artifact 04,415b04ba4521e56c02c920123c8e510bfdf9e66b930b036c651641b037a5e80a.png,"Macro forensic photograph of physical evidence item (IGI Cargo — Visual Artifact 04) for IGI Cargo Smuggling & Interpol Overlap (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-005,PHOTOGRAPH,IGI Cargo — Visual Artifact 05,1f76cbf27da1038bdcadb7828568f276c328943c5ba138f53ad199eeff62327b.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at IGI Airport International Cargo Terminal, Delhi: IGI Cargo — Visual Artifact 05 related to IGI Cargo Smuggling & Interpol Overlap (2024). Indian Police investigation unit evidence standards."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-006,PHOTOGRAPH,IGI Cargo — Visual Artifact 06,a6b4ced45c38d203b23a85dad7aabd105662b4f6ca432089e82e0fe0256db404.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at IGI Airport International Cargo Terminal, Delhi: IGI Cargo — Visual Artifact 06 related to IGI Cargo Smuggling & Interpol Overlap (2024). Indian Police investigation unit evidence standards."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-007,CCTV_FOOTAGE,IGI Cargo — Visual Artifact 07,6b31aa9974e810ee0809d6796e0d38f91523744a545ca770331bc43486d79a72.png,"Grainy 1080p surveillance CCTV security camera frame at night, IGI Airport International Cargo Terminal, Delhi, depicting IGI Cargo — Visual Artifact 07 (IGI Cargo Smuggling & Interpol Overlap (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-008,PHOTOGRAPH,IGI Cargo — Visual Artifact 08,c51f84e16e20ae8b3a487f3dffe59f639455ead93cfc887f0bb086b8a70f98c7.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at IGI Airport International Cargo Terminal, Delhi: IGI Cargo — Visual Artifact 08 related to IGI Cargo Smuggling & Interpol Overlap (2024). Indian Police investigation unit evidence standards."
